Item,Binomial (Alphabetical),word1,word2,Sentence (alphabetical),Sentence (nonalphabetical),Prime (alphabetical),Prime (nonalphabetical),Prime (unrelated),Questions
107,beauty and dignity,beauty,dignity,The girl had both beauty and dignity but was lacking intelligence.,The girl had both dignity and beauty but was lacking intelligence.,test sentence,test sentence2,Stimuli/all_parts_combined_He_is_energized_and_ready_for_the_challenging_task_ahead_.wav,placeholder question
108,beauty and inspiration,beauty,inspiration,Bridget wrote blog posts centered around beauty and inspiration in her spare time.,Bridget wrote blog posts centered around inspiration and beauty in her spare time.,test sentence,test sentence2,Stimuli/all_parts_combined_Brace_up__and_please_try_not_to_be_too_disappointed_.wav,placeholder question
109,beauty and poise,beauty,poise,The model's beauty and poise got her booked for a lot of shows.,The model's poise and beauty got her booked for a lot of shows.,test sentence,test sentence2,Stimuli/all_parts_combined_He_climbed_the_ladder_to_reach_the_top_shelf_.wav,placeholder question
110,beauty and truth,beauty,truth,I decided that beauty and truth would be the major themes of the poem I was writing.,I decided that truth and beauty would be the major themes of the poem I was writing.,test sentence,test sentence2,Stimuli/all_parts_combined_The_vines_seeked_support_as_they_extended_up_the_trellis_.wav,placeholder question
111,beauty and youth,beauty,youth,The serum promised beauty and youth to everyone who used it.,The serum promised youth and beauty to everyone who used it.,test sentence,test sentence2,Stimuli/all_parts_combined_Having_told_them__she_was_satisfied_that_she_expressed_her_concerns_.wav,placeholder question
112,beech and elm,beech,elm,"During the spring, beech and elm trees can to cause some people severe allergies.","During the spring, elm and beech trees can to cause some people severe allergies.",test sentence,test sentence2,Stimuli/all_parts_combined_The_dog_seeks_attention_by_rubbing_up_against_my_leg_.wav,placeholder question
113,being and existence,being,existence,The girl questioned her being and existence when she went to her last therapy session.,The girl questioned her existence and being when she went to her last therapy session.,test sentence,test sentence2,Stimuli/all_parts_combined_He_tacked_up_the_poster_on_the_bulletin_board_.wav,placeholder question
114,belly and chest,belly,chest,"Zack said his belly and chest were hurting, so his mom took him to the hospital.","Zack said his chest and belly were hurting, so his mom took him to the hospital.",test sentence,test sentence2,Stimuli/all_parts_combined_After_taking_a_shower__I_got_ready_for_bed_.wav,placeholder question
115,berlin and frankfurt,berlin,frankfurt,Sam wanted to visit berlin and frankfurt on her trip to Germany.,Sam wanted to visit frankfurt and berlin on her trip to Germany.,test sentence,test sentence2,Stimuli/all_parts_combined_The_water_is_flowing_up_from_the_fountain_in_a_mesmerizing_pattern_.wav,placeholder question
116,betrayal and murder,betrayal,murder,The book was about a betrayal and murder and Harry thought it was very interesting.,The book was about a murder and betrayal and Harry thought it was very interesting.,test sentence,test sentence2,Stimuli/all_parts_combined_She_was_cleaning_the_remnants_of_the_spilled_sauce_.wav,placeholder question
117,bicycles and robots,bicycles,robots,Dave was always building bicycles and robots when he was younger.,Dave was always building robots and bicycles when he was younger.,test sentence,test sentence2,Stimuli/all_parts_combined_Her_umbrella_flipped_up__turning_inside_out_in_the_gust_of_wind_.wav,placeholder question
118,bicycles and robots,bicycles,robots,The boy put bicycles and robots on his Christmas list this year.,The boy put robots and bicycles on his Christmas list this year.,test sentence,test sentence2,Stimuli/all_parts_combined_They_complete_the_last_tasks_of_the_project__finishing_everything_.wav,placeholder question
119,bicycles and robots,bicycles,robots,The engineer specialized in making bicycles and robots when he worked for the company.,The engineer specialized in making robots and bicycles when he worked for the company.,test sentence,test sentence2,Stimuli/all_parts_combined_Among_the_team_members__they_divided_up_the_responsibilities_.wav,placeholder question
120,bishops and seamstresses,bishops,seamstresses,The town square was full of bishops and seamstresses at the time of the festival.,The town square was full of seamstresses and bishops at the time of the festival.,test sentence,test sentence2,Stimuli/all_parts_combined_Just_in_time_for_the_outdoor_event__the_weather_became_nice_.wav,placeholder question
121,bishops and seamstresses,bishops,seamstresses,There was a huge increase in transactions between bishops and seamstresses in the weeks prior to the ceremony.,There was a huge increase in transactions between seamstresses and bishops in the weeks prior to the ceremony.,test sentence,test sentence2,Stimuli/all_parts_combined_She_quietly_sneaked_up_behind_him_and_surprised_him_with_a_kiss_.wav,placeholder question
122,bishops and seamstresses,bishops,seamstresses,There were many bishops and seamstresses in the small town where I grew up.,There were many seamstresses and bishops in the small town where I grew up.,test sentence,test sentence2,Stimuli/all_parts_combined_We_re_moving_to_a_new_house__so_we_re_packing_our_belongings_.wav,placeholder question
123,bitter and purple,bitter,purple,I was unwilling to drink the juice that was bitter and purple despite my personal trainer's insistences.,I was unwilling to drink the juice that was purple and bitter despite my personal trainer's insistences.,test sentence,test sentence2,Stimuli/all_parts_combined_He_reached_to_grab_the_book_from_the_top_shelf_.wav,placeholder question
124,bitter and purple,bitter,purple,The berries were bitter and purple when I ate them this morning.,The berries were purple and bitter when I ate them this morning.,test sentence,test sentence2,Stimuli/all_parts_combined_Before_making_a_decision__it_s_important_to_weigh_up_the_pros_and_cons_.wav,placeholder question
125,bitter and purple,bitter,purple,The fruit looked delicious but it turned out to be bitter and purple after I took a bite.,The fruit looked delicious but it turned out to be purple and bitter after I took a bite.,test sentence,test sentence2,Stimuli/all_parts_combined_Running_into_his_old_girlfriend_was_responsible_for_bringing_back_a_lot_of_buried_feelings_.wav,placeholder question
126,bitterness and disappointment,bitterness,disappointment,Kim felt a lot of bitterness and disappointment when she learned that she didn't get into her dream school.,Kim felt a lot of disappointment and bitterness when she learned that she didn't get into her dream school.,test sentence,test sentence2,Stimuli/all_parts_combined_They_traveled_up_to_the_summit_of_the_mountain_to_enjoy_the_breathtaking_view_.wav,placeholder question
127,black and white,black,white,Dalmatians found in colors other than black and white are highly unusual.,Dalmatians found in colors other than white and black are highly unusual.,test sentence,test sentence2,Stimuli/all_parts_combined_The_crowd_was_intent_on_rebelling_against_the_oppressive_regime_.wav,placeholder question
128,blame and hate,blame,hate,She felt blame and hate because of the poor decision she made.,She felt hate and blame because of the poor decision she made.,test sentence,test sentence2,Stimuli/all_parts_combined_He_sauntered_up_to_the_counter_and_placed_his_order_.wav,placeholder question
129,blankets and kittens,blankets,kittens,Jean likes snuggling with her blankets and kittens while she reads a book.,Jean likes snuggling with her kittens and blankets while she reads a book.,test sentence,test sentence2,Stimuli/all_parts_combined_She_met_the_high_expectations_of_her_mentors_.wav,placeholder question
130,blankets and kittens,blankets,kittens,Seth told me that there are blankets and kittens in that box over there.,Seth told me that there are kittens and blankets in that box over there.,test sentence,test sentence2,Stimuli/all_parts_combined_We_were_cleaning_up_the_house_when_she_unexpectedly_arrived_.wav,placeholder question
131,blankets and kittens,blankets,kittens,There was a giant heap of blankets and kittens in the middle of the living room floor.,There was a giant heap of kittens and blankets in the middle of the living room floor.,test sentence,test sentence2,Stimuli/all_parts_combined_As_the_night_grows_darker__the_feeling_of_unease_creeps_up_on_him_.wav,placeholder question
132,blood and flesh,blood,flesh,Although Rhonda was not Nick's blood and flesh he considered her part of his family.,Although Rhonda was not Nick's flesh and blood he considered her part of his family.,test sentence,test sentence2,Stimuli/all_parts_combined_I_missed_the_important_appointment_because_I_confused_the_dates_.wav,placeholder question
